product_id,product_name,category,brand,unit_price,active,unit_cost
1,Lighthouse Outdoor SKU-0001,Fitness,BluePeak,22.51,True,16.7
2,Atlas Fitness SKU-0002,Beauty,Cedar,9.97,True,4.67
3,Northstar Fitness SKU-0003,Fashion,Pioneer,27.62,True,20.96
4,BluePeak Outdoor SKU-0004,Fashion,Harbor,36.73,False,26.12
5,Evergreen Beauty SKU-0005,Electronics,Northstar,17.77,True,9.92
6,Vertex Office SKU-0006,Fitness,Summit,22.02,True,15.49
7,Apex Grocery SKU-0007,Beauty,Harbor,31.27,True,21.65
8,Northstar Home SKU-0008,Beauty,Summit,26.3,True,16.54
9,Lighthouse Home SKU-0009,Home,Cedar,65.11,True,45.66
10,Summit Electronics SKU-0010,Fashion,Lighthouse,17.37,True,10.42
11,Evergreen Office SKU-0011,Electronics,Pioneer,38.44,True,27.8
12,Pioneer Grocery SKU-0012,Home,Nimble,32.11,True,22.66
13,Atlas Electronics SKU-0013,Home,Harbor,9.65,True,7.2
14,Apex Home SKU-0014,Fashion,Northstar,28.7,True,20.29
15,Lighthouse Outdoor SKU-0015,Fashion,Pioneer,25.62,True,19.25
16,Northstar Fashion SKU-0016,Office,Apex,19.69,True,9.53
17,Northstar Electronics SKU-0017,Beauty,Pioneer,85.91,True,44.66
18,Nimble Fashion SKU-0018,Outdoor,Pioneer,62.51,True,36.44
19,Harbor Home SKU-0019,Beauty,BrightPath,16.52,True,8.38
20,Nimble Outdoor SKU-0020,Electronics,Summit,40.97,False,30.43
21,Harbor Electronics SKU-0021,Outdoor,Lighthouse,43.97,True,21.31
22,Evergreen Home SKU-0022,Outdoor,Harbor,29.81,True,17.44
23,Northstar Fitness SKU-0023,Electronics,Harbor,13.28,True,8.07
24,Evergreen Fashion SKU-0024,Grocery,Cedar,14.6,False,10.72
25,Cedar Fashion SKU-0025,Outdoor,BluePeak,38.21,True,19.61
26,Riverbend Outdoor SKU-0026,Office,Nimble,37.69,True,28.99
27,Lighthouse Fitness SKU-0027,Fashion,Harbor,22.52,True,11.83
28,Evergreen Beauty SKU-0028,Fashion,BrightPath,63.77,True,30.53
29,Atlas Fitness SKU-0029,Office,Vertex,71.57,True,36.59
30,Riverbend Office SKU-0030,Fitness,Nimble,71.03,True,52.36
31,Riverbend Grocery SKU-0031,Electronics,Cedar,71.22,True,33.82
32,BrightPath Office SKU-0032,Beauty,Pioneer,26.84,True,11.58
33,Cedar Office SKU-0033,Grocery,Summit,11.39,True,5.98
34,Summit Beauty SKU-0034,Home,Nimble,21.99,True,13.55
35,Apex Grocery SKU-0035,Office,Atlas,25.16,True,13.8
36,Pioneer Electronics SKU-0036,Grocery,Apex,18.01,True,8.61
37,Summit Beauty SKU-0037,Office,Nimble,21.17,True,11.67
38,Apex Electronics SKU-0038,Office,Cedar,12.79,True,8.56
39,Riverbend Fashion SKU-0039,Grocery,BrightPath,43.14,True,24.89
40,Pioneer Outdoor SKU-0040,Home,Apex,78.13,False,48.92
41,Summit Office SKU-0041,Beauty,Atlas,127.52,True,97.03
42,Nimble Grocery SKU-0042,Office,Pioneer,31.86,True,21.96
43,BrightPath Fashion SKU-0043,Office,Cedar,24.25,True,17.2
44,Summit Fashion SKU-0044,Outdoor,BrightPath,26.47,True,13.86
45,Riverbend Fitness SKU-0045,Grocery,Summit,65.68,False,39.68
46,Riverbend Fashion SKU-0046,Home,Riverbend,64.96,True,35.34
47,Riverbend Grocery SKU-0047,Grocery,Pioneer,23.19,True,13.78
48,Atlas Grocery SKU-0048,Office,Apex,59.28,True,27.29
49,Lighthouse Fashion SKU-0049,Fitness,Cedar,30.12,True,18.27
50,Apex Outdoor SKU-0050,Outdoor,Evergreen,16.81,True,10.24
51,BrightPath Outdoor SKU-0051,Outdoor,Summit,24.52,True,15.37
52,Pioneer Outdoor SKU-0052,Fashion,Lighthouse,82.02,True,41.38
53,Evergreen Outdoor SKU-0053,Electronics,Summit,43.34,True,21.66
54,Nimble Grocery SKU-0054,Fashion,BluePeak,19.5,True,10.77
55,Riverbend Fashion SKU-0055,Office,Harbor,49.86,True,30.59
56,Atlas Beauty SKU-0056,Fashion,Evergreen,43.12,True,23.34
57,BrightPath Fashion SKU-0057,Office,BluePeak,22.17,False,14.95
58,Apex Fitness SKU-0058,Home,Apex,16.69,True,10.53
59,BluePeak Fitness SKU-0059,Electronics,Cedar,13.17,True,6.07
60,Cedar Fashion SKU-0060,Fashion,Nimble,9.31,True,4.66
61,Northstar Outdoor SKU-0061,Electronics,Cedar,17.72,True,11.3
62,BrightPath Grocery SKU-0062,Grocery,Harbor,24.16,True,14.77
63,Vertex Office SKU-0063,Beauty,Summit,61.5,True,33.34
64,Lighthouse Fashion SKU-0064,Home,Apex,46.33,True,22.33
65,Vertex Fashion SKU-0065,Fashion,BluePeak,30.81,True,23.15
66,Apex Fitness SKU-0066,Outdoor,Cedar,8.02,True,4.67
67,Northstar Outdoor SKU-0067,Fashion,BrightPath,32.85,True,16.31
68,Summit Office SKU-0068,Office,Vertex,9.3,True,6.32
69,Cedar Office SKU-0069,Fashion,Nimble,47.83,True,24.5
70,Lighthouse Fashion SKU-0070,Outdoor,Pioneer,48.71,True,25.12
71,Evergreen Outdoor SKU-0071,Outdoor,Cedar,28.02,True,20.11
72,Apex Fashion SKU-0072,Fashion,Nimble,46.11,True,34.44
73,Atlas Fitness SKU-0073,Electronics,Nimble,52.42,True,30.85
74,BrightPath Office SKU-0074,Outdoor,Atlas,29.11,True,18.85
75,Harbor Fitness SKU-0075,Electronics,Summit,24.68,True,13.57
76,Atlas Electronics SKU-0076,Electronics,Summit,11.43,True,7.41
77,Lighthouse Home SKU-0077,Home,Atlas,21.52,True,14.68
78,Harbor Home SKU-0078,Grocery,Apex,14.19,False,9.64
79,BluePeak Electronics SKU-0079,Fashion,Harbor,14.09,True,6.12
80,Northstar Electronics SKU-0080,Fashion,Cedar,16.84,True,7.67
81,Atlas Home SKU-0081,Fitness,BluePeak,7.58,True,5.12
82,Atlas Grocery SKU-0082,Beauty,Nimble,51.24,True,31.33
83,BrightPath Office SKU-0083,Home,BluePeak,31.26,True,23.75
84,BrightPath Beauty SKU-0084,Outdoor,Nimble,57.66,True,26.37
85,Nimble Home SKU-0085,Beauty,BluePeak,45.66,False,35.45
86,Atlas Grocery SKU-0086,Fashion,Atlas,37.5,True,17.55
87,Evergreen Fitness SKU-0087,Outdoor,Riverbend,45.43,True,19.59
88,Riverbend Grocery SKU-0088,Electronics,BrightPath,29.91,True,22.24
89,Pioneer Office SKU-0089,Fashion,Vertex,63.33,True,38.09
90,Cedar Beauty SKU-0090,Beauty,Vertex,19.47,True,10.19
91,BluePeak Office SKU-0091,Electronics,Harbor,26.76,True,16.75
92,Apex Office SKU-0092,Fitness,Atlas,22.61,True,12.57
93,Summit Home SKU-0093,Outdoor,Harbor,100.59,True,78.05
94,Vertex Fashion SKU-0094,Fashion,Lighthouse,17.98,True,12.56
95,Apex Fitness SKU-0095,Grocery,Pioneer,62.62,True,41.09
96,Pioneer Beauty SKU-0096,Office,Vertex,11.18,True,5.99
97,Pioneer Outdoor SKU-0097,Fitness,Apex,28.94,True,12.42
98,BluePeak Office SKU-0098,Fitness,Evergreen,24.09,True,17.03
99,Riverbend Home SKU-0099,Fitness,Lighthouse,13.96,True,6.1
100,Harbor Electronics SKU-0100,Home,Atlas,17.6,True,8.11
101,Apex Fashion SKU-0101,Home,Vertex,37.6,True,23.76
102,Riverbend Fashion SKU-0102,Beauty,Vertex,21.79,True,15.09
103,Riverbend Office SKU-0103,Home,Vertex,14.48,True,8.21
104,Harbor Electronics SKU-0104,Beauty,Evergreen,48.6,False,30.72
105,Evergreen Grocery SKU-0105,Grocery,Evergreen,26.74,True,20.6
106,Riverbend Office SKU-0106,Electronics,Evergreen,33.63,True,17.53
107,Riverbend Electronics SKU-0107,Fashion,Cedar,55.18,True,24.05
108,Riverbend Grocery SKU-0108,Home,Evergreen,74.05,True,37.02
109,Atlas Home SKU-0109,Beauty,Apex,6.14,True,3.57
110,Atlas Home SKU-0110,Beauty,Harbor,25.28,True,17.69
111,Apex Office SKU-0111,Electronics,Pioneer,9.12,True,5.21
112,Evergreen Beauty SKU-0112,Home,BrightPath,159.48,True,100.79
113,Lighthouse Fashion SKU-0113,Beauty,BluePeak,29.9,True,18.65
114,Apex Home SKU-0114,Outdoor,Apex,51.04,True,30.4
115,Harbor Outdoor SKU-0115,Outdoor,Evergreen,18.04,True,8.61
116,Lighthouse Grocery SKU-0116,Grocery,Northstar,21.52,True,9.57
117,Cedar Home SKU-0117,Grocery,BluePeak,55.4,True,27.32
118,Atlas Fitness SKU-0118,Grocery,Evergreen,37.89,False,19.6
119,Northstar Fashion SKU-0119,Grocery,Summit,80.68,True,39.33
120,Apex Grocery SKU-0120,Fashion,Cedar,15.76,True,7.71
121,Nimble Beauty SKU-0121,Home,BrightPath,23.53,True,15.04
122,BrightPath Beauty SKU-0122,Fitness,Riverbend,37.85,True,22.09
123,Vertex Electronics SKU-0123,Outdoor,Cedar,41.79,True,21.32
124,Riverbend Grocery SKU-0124,Fitness,BluePeak,35.61,True,17.98
125,Apex Electronics SKU-0125,Grocery,Summit,11.47,True,5.41
126,Lighthouse Outdoor SKU-0126,Outdoor,Harbor,14.69,True,9.83
127,Pioneer Beauty SKU-0127,Electronics,Riverbend,33.85,True,20.02
128,Cedar Fitness SKU-0128,Electronics,Vertex,9.94,True,6.55
129,Summit Grocery SKU-0129,Beauty,Cedar,15.24,True,8.48
130,Northstar Beauty SKU-0130,Grocery,BluePeak,27.78,True,12.52
131,Pioneer Fitness SKU-0131,Home,Lighthouse,16.37,True,11.73
132,Lighthouse Home SKU-0132,Fitness,Atlas,31.47,True,13.69
133,Atlas Electronics SKU-0133,Office,BluePeak,25.58,True,14.13
134,Apex Electronics SKU-0134,Fashion,Cedar,16.24,True,10.24
135,Pioneer Electronics SKU-0135,Fashion,Northstar,16.5,True,10.88
136,Cedar Fashion SKU-0136,Grocery,Harbor,62.22,True,36.92
137,BrightPath Fitness SKU-0137,Fitness,Nimble,34.8,True,24.62
138,Summit Fashion SKU-0138,Fashion,Harbor,31.84,True,18.87
139,Northstar Beauty SKU-0139,Home,Pioneer,28.1,True,20.26
140,Pioneer Fashion SKU-0140,Outdoor,Pioneer,15.03,True,7.65
141,Atlas Grocery SKU-0141,Beauty,Summit,18.79,True,11.09
142,Harbor Fashion SKU-0142,Beauty,Atlas,6.0,True,2.59
143,Summit Grocery SKU-0143,Beauty,BluePeak,17.93,True,11.26
144,Apex Grocery SKU-0144,Home,Nimble,18.12,True,10.24
145,Pioneer Beauty SKU-0145,Fitness,Northstar,38.73,True,25.76
146,Vertex Outdoor SKU-0146,Grocery,BrightPath,18.32,True,12.59
147,Riverbend Beauty SKU-0147,Fashion,Summit,45.19,True,26.02
148,Cedar Home SKU-0148,Office,Evergreen,22.9,True,14.63
149,Riverbend Home SKU-0149,Grocery,Nimble,29.86,True,20.41
150,Harbor Grocery SKU-0150,Office,Riverbend,26.57,True,19.16
151,Nimble Home SKU-0151,Beauty,Pioneer,42.73,True,19.56
152,Northstar Office SKU-0152,Office,Summit,59.38,True,36.65
153,Harbor Home SKU-0153,Fitness,Nimble,14.27,True,10.74
154,BrightPath Home SKU-0154,Beauty,Apex,85.08,True,44.43
155,Apex Grocery SKU-0155,Outdoor,Atlas,15.54,True,10.04
156,BluePeak Office SKU-0156,Beauty,BrightPath,24.05,True,12.55
157,Evergreen Outdoor SKU-0157,Home,BrightPath,19.22,True,13.63
158,Harbor Home SKU-0158,Fashion,Pioneer,72.24,True,49.67
159,Nimble Home SKU-0159,Office,Evergreen,13.6,True,10.36
160,Northstar Electronics SKU-0160,Fitness,Evergreen,43.22,True,29.03
161,Pioneer Grocery SKU-0161,Fashion,BluePeak,6.45,True,3.84
162,Nimble Home SKU-0162,Office,Nimble,46.02,True,28.29
163,Apex Fitness SKU-0163,Beauty,Nimble,23.94,True,16.77
164,Lighthouse Grocery SKU-0164,Office,Evergreen,21.25,True,14.57
165,Harbor Home SKU-0165,Home,Atlas,17.29,True,8.0
166,Evergreen Home SKU-0166,Office,Northstar,25.96,True,13.7
167,Northstar Office SKU-0167,Fashion,Summit,21.53,True,14.33
168,BrightPath Home SKU-0168,Office,BluePeak,10.29,True,4.7
169,Apex Home SKU-0169,Fitness,Evergreen,16.28,True,10.7
170,Pioneer Home SKU-0170,Grocery,Lighthouse,45.56,True,33.3
171,Northstar Fashion SKU-0171,Outdoor,BluePeak,20.87,True,11.53
172,Harbor Outdoor SKU-0172,Grocery,BrightPath,16.22,True,8.09
173,BrightPath Electronics SKU-0173,Fitness,Evergreen,27.94,True,20.32
174,Pioneer Home SKU-0174,Electronics,BrightPath,37.25,True,22.1
175,Summit Grocery SKU-0175,Fashion,Pioneer,41.37,True,29.77
176,Lighthouse Outdoor SKU-0176,Beauty,Atlas,33.77,True,15.13
177,Riverbend Outdoor SKU-0177,Fitness,Evergreen,59.49,True,29.52
178,Pioneer Fitness SKU-0178,Fashion,Lighthouse,27.99,True,11.77
179,Evergreen Office SKU-0179,Fitness,Vertex,23.26,True,13.52
180,Riverbend Beauty SKU-0180,Electronics,Vertex,47.83,True,35.28
181,Pioneer Electronics SKU-0181,Outdoor,Vertex,17.11,True,11.16
182,Riverbend Office SKU-0182,Fitness,Apex,20.85,True,8.89
183,Vertex Electronics SKU-0183,Office,Cedar,9.63,True,4.13
184,BluePeak Office SKU-0184,Office,Harbor,88.15,True,59.88
185,BrightPath Beauty SKU-0185,Grocery,Cedar,105.16,True,47.68
186,Apex Outdoor SKU-0186,Office,Nimble,24.2,True,12.08
187,Pioneer Home SKU-0187,Beauty,Vertex,44.53,True,29.9
188,Pioneer Home SKU-0188,Outdoor,Pioneer,42.72,True,21.77
189,BrightPath Office SKU-0189,Outdoor,BrightPath,30.66,True,18.29
190,Nimble Grocery SKU-0190,Home,Apex,59.74,True,33.59
191,Harbor Outdoor SKU-0191,Fashion,Atlas,11.92,True,6.48
192,Apex Fashion SKU-0192,Electronics,Pioneer,24.04,True,12.28
193,Lighthouse Beauty SKU-0193,Home,Evergreen,6.98,True,3.96
194,Evergreen Fashion SKU-0194,Home,Riverbend,14.05,True,6.83
195,Vertex Beauty SKU-0195,Office,Apex,9.42,True,7.19
196,BrightPath Fashion SKU-0196,Electronics,Northstar,8.21,True,4.38
197,Cedar Grocery SKU-0197,Fitness,BluePeak,19.65,True,13.41
198,Pioneer Outdoor SKU-0198,Beauty,Evergreen,34.37,True,18.06
199,Vertex Electronics SKU-0199,Outdoor,Nimble,17.59,True,9.05
200,Lighthouse Beauty SKU-0200,Home,Nimble,19.02,True,11.29
201,Cedar Office SKU-0201,Grocery,Lighthouse,16.82,True,11.5
202,BluePeak Electronics SKU-0202,Electronics,Summit,29.7,True,12.52
203,BluePeak Fitness SKU-0203,Office,Lighthouse,18.3,True,8.81
204,Atlas Electronics SKU-0204,Beauty,Northstar,14.09,True,9.85
205,Evergreen Fashion SKU-0205,Fitness,Cedar,49.7,True,27.19
206,BluePeak Fitness SKU-0206,Beauty,BrightPath,15.38,False,11.2
207,Northstar Home SKU-0207,Outdoor,Nimble,11.86,True,5.55
208,Atlas Grocery SKU-0208,Grocery,Riverbend,43.86,True,31.26
209,Pioneer Home SKU-0209,Grocery,Nimble,9.08,True,5.85
210,Evergreen Beauty SKU-0210,Beauty,Pioneer,60.28,True,28.97
211,Pioneer Grocery SKU-0211,Office,Lighthouse,13.92,True,5.91
212,Riverbend Grocery SKU-0212,Fitness,Apex,28.56,True,21.06
213,Pioneer Fitness SKU-0213,Office,BluePeak,14.2,True,7.44
214,Atlas Fitness SKU-0214,Electronics,BrightPath,27.34,False,13.86
215,Cedar Fitness SKU-0215,Office,Pioneer,19.32,True,9.39
216,Atlas Outdoor SKU-0216,Fashion,Harbor,14.32,True,7.84
217,BrightPath Office SKU-0217,Electronics,Evergreen,9.56,True,5.82
218,Northstar Grocery SKU-0218,Outdoor,Harbor,19.08,True,11.29
219,Summit Fitness SKU-0219,Electronics,BluePeak,36.92,True,26.82
220,Riverbend Grocery SKU-0220,Fitness,Harbor,42.03,True,20.64
221,Harbor Fashion SKU-0221,Office,BluePeak,16.99,True,11.7
222,Riverbend Fitness SKU-0222,Home,Apex,17.02,True,12.72
223,Riverbend Office SKU-0223,Grocery,Pioneer,24.21,True,10.49
224,Apex Fashion SKU-0224,Fitness,Nimble,27.14,False,18.74
225,Summit Electronics SKU-0225,Electronics,Apex,27.06,True,14.04
226,Nimble Office SKU-0226,Fashion,Cedar,20.45,True,11.88
227,Harbor Grocery SKU-0227,Outdoor,Pioneer,21.38,True,9.45
228,Summit Office SKU-0228,Home,Riverbend,22.49,True,11.83
229,Summit Grocery SKU-0229,Electronics,Atlas,6.0,True,2.76
230,Northstar Fashion SKU-0230,Outdoor,Summit,20.83,True,10.49
231,Harbor Office SKU-0231,Home,Cedar,45.08,True,19.47
232,Apex Office SKU-0232,Home,Nimble,67.06,True,50.83
233,BrightPath Home SKU-0233,Home,Riverbend,58.25,True,43.24
234,Northstar Fashion SKU-0234,Home,BrightPath,28.75,True,18.81
235,Riverbend Office SKU-0235,Fashion,Harbor,12.52,True,6.72
236,Cedar Grocery SKU-0236,Outdoor,Nimble,18.99,True,14.42
237,BrightPath Electronics SKU-0237,Fashion,Northstar,16.52,True,12.72
238,Riverbend Fashion SKU-0238,Beauty,Nimble,10.85,True,7.66
239,Apex Beauty SKU-0239,Electronics,Nimble,14.7,True,9.78
240,Nimble Beauty SKU-0240,Outdoor,Harbor,16.88,True,9.09
241,BrightPath Outdoor SKU-0241,Electronics,BluePeak,10.95,True,8.08
242,Riverbend Fitness SKU-0242,Office,Atlas,49.71,True,29.82
243,Summit Fashion SKU-0243,Fashion,Harbor,40.28,True,26.09
244,Nimble Office SKU-0244,Office,Atlas,26.26,True,12.67
245,Riverbend Electronics SKU-0245,Home,Summit,34.75,True,14.86
246,Atlas Home SKU-0246,Home,Apex,33.08,True,25.65
247,BluePeak Grocery SKU-0247,Home,Atlas,16.83,True,10.83
248,Pioneer Fitness SKU-0248,Home,Summit,87.3,True,58.2
249,Evergreen Beauty SKU-0249,Fitness,Atlas,16.45,True,7.21
250,Apex Outdoor SKU-0250,Beauty,BrightPath,9.17,True,5.24
251,Vertex Fitness SKU-0251,Fashion,BluePeak,30.11,True,15.73
252,Harbor Outdoor SKU-0252,Home,Vertex,39.13,True,28.21
253,Summit Fitness SKU-0253,Beauty,Northstar,22.28,True,13.25
254,Northstar Beauty SKU-0254,Fashion,Harbor,60.89,True,34.0
255,Lighthouse Office SKU-0255,Fashion,BluePeak,30.49,True,14.43
256,Atlas Beauty SKU-0256,Grocery,Nimble,15.9,True,8.87
257,Lighthouse Fashion SKU-0257,Fashion,Riverbend,18.43,True,10.14
258,Evergreen Home SKU-0258,Fitness,Summit,29.86,True,21.0
259,Evergreen Office SKU-0259,Outdoor,Pioneer,28.57,True,20.72
260,Vertex Beauty SKU-0260,Office,Summit,59.66,True,33.2
261,Atlas Grocery SKU-0261,Electronics,BluePeak,46.65,True,26.48
262,Harbor Office SKU-0262,Home,Riverbend,9.79,True,7.55
263,Atlas Fitness SKU-0263,Outdoor,Summit,24.3,True,13.51
264,BluePeak Electronics SKU-0264,Electronics,Harbor,12.09,True,7.81
265,Riverbend Grocery SKU-0265,Fashion,Riverbend,69.97,True,32.78
266,Summit Outdoor SKU-0266,Office,BluePeak,14.4,True,8.27
267,BrightPath Grocery SKU-0267,Office,Cedar,30.92,True,15.68
268,Pioneer Outdoor SKU-0268,Fitness,Cedar,17.23,True,8.74
269,Nimble Grocery SKU-0269,Electronics,BrightPath,7.49,False,3.78
270,Lighthouse Fitness SKU-0270,Beauty,Apex,11.99,True,7.08
271,Harbor Beauty SKU-0271,Beauty,BluePeak,23.06,True,12.13
272,Vertex Grocery SKU-0272,Fitness,Lighthouse,39.24,True,28.02
273,Evergreen Grocery SKU-0273,Outdoor,Atlas,38.29,True,22.27
274,Pioneer Outdoor SKU-0274,Fitness,Atlas,11.42,True,5.02
275,Apex Grocery SKU-0275,Grocery,Summit,33.24,False,19.21
276,Harbor Outdoor SKU-0276,Outdoor,Nimble,50.27,True,22.91
277,Pioneer Outdoor SKU-0277,Beauty,Evergreen,37.84,True,17.9
278,Nimble Outdoor SKU-0278,Outdoor,Nimble,21.43,False,10.04
279,Riverbend Fitness SKU-0279,Beauty,Vertex,27.97,True,19.73
280,Northstar Grocery SKU-0280,Office,Harbor,29.94,True,17.2
281,Vertex Home SKU-0281,Office,Harbor,67.23,True,28.26
282,Summit Office SKU-0282,Grocery,Riverbend,81.93,True,49.5
283,Evergreen Grocery SKU-0283,Fitness,Summit,41.23,True,20.3
284,BluePeak Fitness SKU-0284,Beauty,Nimble,28.07,True,19.04
285,Riverbend Beauty SKU-0285,Office,Lighthouse,26.57,True,20.17
286,BluePeak Fitness SKU-0286,Electronics,Atlas,28.42,True,13.68
287,Summit Outdoor SKU-0287,Fitness,Cedar,30.98,True,16.09
288,Harbor Beauty SKU-0288,Fitness,Atlas,19.38,True,13.11
289,Pioneer Office SKU-0289,Home,BrightPath,97.44,True,63.11
290,Atlas Electronics SKU-0290,Fashion,Summit,16.2,True,11.63
291,Riverbend Outdoor SKU-0291,Grocery,Evergreen,62.94,True,41.14
292,BrightPath Electronics SKU-0292,Fitness,Evergreen,6.5,True,3.18
293,Atlas Grocery SKU-0293,Beauty,Northstar,22.67,True,16.34
294,Nimble Fitness SKU-0294,Home,Northstar,21.75,True,10.39
295,Vertex Office SKU-0295,Office,Vertex,31.46,True,14.16
296,Harbor Beauty SKU-0296,Fashion,Riverbend,21.4,True,16.23
297,Atlas Fitness SKU-0297,Home,Northstar,66.75,True,42.06
298,Atlas Outdoor SKU-0298,Grocery,Nimble,23.16,True,12.49
299,Nimble Outdoor SKU-0299,Fashion,Nimble,13.89,True,7.12
300,Evergreen Home SKU-0300,Electronics,Northstar,14.47,True,6.52
301,Cedar Electronics SKU-0301,Beauty,Northstar,19.94,True,12.39
302,Pioneer Outdoor SKU-0302,Office,BluePeak,43.42,True,31.84
303,Vertex Beauty SKU-0303,Outdoor,Evergreen,48.84,False,32.47
304,BrightPath Fashion SKU-0304,Home,Nimble,12.41,True,8.62
305,Summit Electronics SKU-0305,Office,Atlas,16.12,True,10.24
306,Cedar Beauty SKU-0306,Home,Pioneer,13.56,True,5.74
307,BrightPath Office SKU-0307,Outdoor,Apex,22.52,True,13.07
308,Cedar Electronics SKU-0308,Grocery,Northstar,50.67,True,21.93
309,Northstar Fashion SKU-0309,Office,Summit,30.31,True,13.62
310,BluePeak Grocery SKU-0310,Fashion,Summit,38.77,True,18.74
311,Riverbend Office SKU-0311,Beauty,Nimble,44.06,True,32.61
312,Riverbend Fashion SKU-0312,Fitness,Cedar,18.52,True,9.21
313,Vertex Office SKU-0313,Grocery,Summit,11.79,True,6.87
314,Evergreen Fitness SKU-0314,Home,Apex,18.51,True,13.61
315,Harbor Grocery SKU-0315,Beauty,Atlas,46.24,True,30.71
316,BluePeak Beauty SKU-0316,Grocery,Northstar,40.12,True,18.77
317,Riverbend Beauty SKU-0317,Outdoor,Cedar,28.54,True,16.74
318,BrightPath Fitness SKU-0318,Electronics,BrightPath,50.24,True,35.04
319,Cedar Office SKU-0319,Home,Atlas,29.8,True,17.28
320,Evergreen Office SKU-0320,Home,Evergreen,21.85,True,10.89
321,Atlas Electronics SKU-0321,Outdoor,Lighthouse,9.78,True,6.37
322,BluePeak Electronics SKU-0322,Fashion,Cedar,61.95,False,35.11
323,Nimble Grocery SKU-0323,Electronics,Harbor,25.47,True,15.41
324,Vertex Fitness SKU-0324,Fitness,Cedar,20.22,True,9.4
325,Atlas Office SKU-0325,Beauty,BluePeak,25.36,True,18.91
326,Atlas Fashion SKU-0326,Fitness,BrightPath,71.82,False,53.98
